STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Uttar Pradesh",Bahraich,PMGSY-III,43,0,40,0,3,0,354.029,289.68228,336.225,255.8015,15.015
"Uttar Pradesh",Ballia,PMGSY-II,15,0,15,0,0,0,99.65,62.4179,97.229,56.6339,0
"Uttar Pradesh",Balrampur,PMGSY-II,16,0,16,0,0,0,109.975,74.6984,108.375,67.6892,0
"Uttar Pradesh",Bareilly,PMGSY-II,9,0,9,0,0,0,85.25,41.12541,83.25,40.9297,0
"Uttar Pradesh",Chitrakoot,PMGSY-III,13,0,9,0,4,0,93.988,82.54023,66.725,46.9326,27.213
"Uttar Pradesh",Etawah,PMGSY-I,245,0,245,0,0,0,562.59,143.5727,548.383,136.8036,0
"Uttar Pradesh",Ghaziabad,PMGSY-II,11,0,11,0,0,0,112.855,53.45658,112.005,44.5876,0
"Uttar Pradesh",Hamirpur,PMGSY-III,19,0,18,0,1,0,157,110.9985,145.611,88.4668,9.85
"Uttar Pradesh",Hathras,PMGSY-II,15,0,15,0,0,0,109.65,66.9426,108.885,49.7447,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-III,8,0,7,0,1,0,70.35,48.99476,62.895,35.9411,5.8
"Uttar Pradesh",Jhansi,PMGSY-I,131,0,131,0,0,0,498.815,156.5845,481.231,141.9012,0
"Uttar Pradesh",Maharajganj,PMGSY-III,41,0,39,0,2,0,318.064,245.54334,307.706,199.8718,4.05
"Uttar Pradesh",Moradabad,PMGSY-I,223,0,223,0,0,0,598.5,161.7229,582.117,157.3699,0
"Uttar Pradesh",Muzaffarnagar,PMGSY-II,12,0,12,0,0,0,105.85,52.16453,105.85,46.1786,0
"Uttar Pradesh",Pratapgarh,PMGSY-I,382,0,382,0,0,0,1114.335,230.3692,1082.53,206.8313,0
"Uttar Pradesh","S.K. Nagar",PMGSY-III,23,0,22,0,1,0,152.4,137.38049,151.05,116.8055,0.3
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-I,155,0,155,0,0,0,361.535,93.3095,352.84,82.2786,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-III,19,0,8,0,11,0,121.77,117.4236,52.379,25.2374,68.42
"Uttar Pradesh",Saharanpur,PMGSY-I,289,0,289,0,0,0,882.485,186.1605,868.598,168.2767,0
"Uttar Pradesh",Saharanpur,PMGSY-III,38,0,36,0,2,0,280.52,167.3443,266.614,127.4592,5.45
"Uttar Pradesh",Shahjahanpur,PMGSY-III,53,0,48,0,5,0,379.05,276.97296,357.841,226.0191,17.73
"Uttar Pradesh",Shamli,PMGSY-I,47,0,47,0,0,0,193.67,54.2126,193.41,52.7319,0
"Uttar Pradesh",Shrawasti,PMGSY-I,163,0,163,0,0,0,478.9,169.204,470.436,152.8417,0
"Uttar Pradesh",Unnao,PMGSY-I,307,0,307,0,0,0,1074.58,338.0768,1056.763,328.4345,0
"Uttar Pradesh",Unnao,PMGSY-II,14,0,14,0,0,0,110.985,70.91764,110.646,68.1818,0
Uttarakhand,Almora,PMGSY-I,306,33,304,33,2,0,2772.415,1363.5677,2767.312,1285.7478,3.95
Uttarakhand,Bageshwar,PMGSY-III,12,0,0,0,12,0,105.73,83.11198,21.7,10.9595,84.03
Uttarakhand,Chamoli,PMGSY-II,9,3,9,3,0,0,92.015,73.2904,91.495,78.6347,0
Uttarakhand,Champawat,PMGSY-I,130,13,124,12,6,1,1170.72,546.743,1136.975,511.0414,22.875
Uttarakhand,Champawat,PMGSY-III,8,0,0,0,8,0,85.362,67.91754,0,0.0809,85.362
Uttarakhand,Rudraprayag,PMGSY-III,7,0,0,0,7,0,92.025,86.61822,11.6,13.6896,80.425
Uttarakhand,Uttarkashi,PMGSY-II,6,0,6,0,0,0,59.961,33.6605,59.961,35.4065,0
"West Bengal",Alipurduar,PMGSY-I,127,1,127,1,0,0,679.888,265.03637,675.665,238.0762,0
"West Bengal",Cooch-Behar,PMGSY-III,1,0,0,0,1,0,4.874,3.1662,3,1.901,1.874
"West Bengal","Dakshin Dinajpur",PMGSY-II,8,1,8,1,0,0,88.04,70.64917,86.1,65.8269,0
"West Bengal",Howrah,PMGSY-I,325,0,325,0,0,0,1187.83,605.22187,1180.421,570.9688,0
"West Bengal",Howrah,PMGSY-II,19,1,19,1,0,0,117.061,104.40142,117.068,94.109,0
"West Bengal",Jhargram,PMGSY-I,342,1,342,1,0,0,1682.226,867.33017,1673.013,797.6782,0
"West Bengal",Murshidabad,PMGSY-I,410,4,410,4,0,0,2053.367,922.56231,2032.725,841.8226,0
"West Bengal",Murshidabad,PMGSY-II,14,0,14,0,0,0,162.946,105.63891,162.849,99.9851,0
"West Bengal","North 24 Parganas",PMGSY-I,468,0,467,0,1,0,2160.54,1095.63808,2146.782,1006.0229,2
"West Bengal","North 24 Parganas",PMGSY-III,20,0,1,0,19,0,106.93,81.23867,72.984,35.4804,33.946
"West Bengal","Purba Burdwan",PMGSY-II,9,0,9,0,0,0,119.24,98.5914,119.655,89.0774,0
"West Bengal","Siliguri M.P.",PMGSY-III,2,0,0,0,2,0,9.616,6.82129,3,3.8892,6.616
"West Bengal",Uttardinajpur,PMGSY-I,351,4,351,4,0,0,1463.526,662.19252,1437.278,580.5011,0
"Andhra Pradesh",Annamayya,PMGSY-II,6,0,6,0,0,0,42.6,19.726,39.315,16.685,0
"Andhra Pradesh",Bapatla,PMGSY-I,128,13,128,13,0,0,320.363,78.5873,305.542,75.079,0
"Andhra Pradesh",Bapatla,PMGSY-II,6,0,6,0,0,0,53.43,28.7436,53.763,24.3953,0
"Andhra Pradesh","East Godavari",PMGSY-I,104,2,104,2,0,0,252.056,54.527,249.354,43.5468,0
"Andhra Pradesh",Kakinada,RCPLWEA,3,0,3,0,0,0,19.47,12.19,19.47,10.7893,0
"Andhra Pradesh",Kurnool,PMGSY-I,138,24,138,24,0,0,454.725,137.4856,419.89,132.1242,0
"Andhra Pradesh",Nandyal,PM-JANMAN,1,0,0,0,1,0,7.11,4.4,0,0,7.11
"Andhra Pradesh",Ntr,PMGSY-I,68,4,68,4,0,0,162.8,36.6868,156.83,37.4292,0
"Andhra Pradesh",Ntr,PMGSY-II,4,0,4,0,0,0,36.15,18.471,35.164,15.2381,0
"Andhra Pradesh",Palnadu,PMGSY-III,15,4,12,0,3,4,102.686,116.83499,75.943,48.9365,23.33
"Andhra Pradesh","Parvathipuram Manyam",PMGSY-II,3,0,3,0,0,0,24.49,14.53,23.08,12.0531,0
"Andhra Pradesh","Parvathipuram Manyam",RCPLWEA,55,10,42,7,13,3,385.484,353.27394,305.191,276.5407,74.084
"Andhra Pradesh",Prakasam,PMGSY-II,9,0,9,0,0,0,61.404,30.9533,59.156,27.2731,0
"Andhra Pradesh",Srikakulam,PM-JANMAN,6,0,0,0,6,0,13.7,10.24,0,0,13.7
"Andhra Pradesh",Tirupati,PMGSY-II,6,0,6,0,0,0,50.145,23.1713,46.946,18.9505,0
"Andhra Pradesh",Tirupati,PMGSY-III,20,7,17,0,3,7,139.514,124.52347,113.966,32.5652,21.43
"Andhra Pradesh",Vizianagaram,PM-JANMAN,3,0,0,0,3,0,15.6,16.3,0,0,15.6
"Andhra Pradesh","West Godavari",PMGSY-I,157,5,157,5,0,0,311.412,75.9481,303.043,55.5522,0
"Andhra Pradesh","Y S R Kadapa",PMGSY-I,151,8,151,8,0,0,467.465,129.9053,447.208,123.989,0
"Andhra Pradesh","Y S R Kadapa",PMGSY-II,10,0,10,0,0,0,63.67,28.4113,62.345,28.3906,0
"Arunachal Pradesh",Changlang,PMGSY-II,1,0,1,0,0,0,3.7,3.5192,3.7,3.4336,0
"Arunachal Pradesh","East Siang",PMGSY-I,23,1,23,1,0,0,51.925,25.3767,51.925,24.9895,0
"Arunachal Pradesh",Kamale,PMGSY-II,3,0,3,0,0,0,29.5,28.0793,29,28.2116,0
"Arunachal Pradesh","Kra Daadi",PMGSY-II,2,0,2,0,0,0,11,10.6034,11,11.3703,0
"Arunachal Pradesh","Kurung Kumey",PMGSY-I,60,29,49,23,11,6,963.789,900.1091,862.499,836.7003,104.22
"Arunachal Pradesh","Lepa Rada",PMGSY-III,3,0,0,0,3,0,33.8,33.7404,0,5.5442,33.8
"Arunachal Pradesh",Lohit,PMGSY-III,7,6,0,0,7,6,54.01,85.4743,0,10.5772,54.01
"Arunachal Pradesh",Longding,PMGSY-I,70,0,69,0,1,0,632.946,365.2963,632.609,363.9976,0.2
"Arunachal Pradesh",Longding,PMGSY-II,3,0,3,0,0,0,13.7,13.372,13.7,11.7885,0
"Arunachal Pradesh",Namsai,PMGSY-I,39,1,39,1,0,0,209.16,97.9754,209.16,95.7677,0
"Arunachal Pradesh",Namsai,PMGSY-II,6,0,6,0,0,0,20.17,7.8604,20.17,7.5789,0
"Arunachal Pradesh","Papum Pare",PMGSY-III,12,12,0,0,12,12,109.62,158.12207,1,17.7554,108.62
"Arunachal Pradesh",Siang,PMGSY-I,57,1,56,1,1,0,467.5,305.1432,442.27,285.7608,28.1
"Arunachal Pradesh",Tawang,PMGSY-I,59,5,59,5,0,0,608.374,454.0604,602.472,481.8618,0
"Arunachal Pradesh",Tirap,PMGSY-III,5,0,0,0,5,0,52.42,40.65915,0,7.9383,52.42
"Arunachal Pradesh","Upper Subansiri",PMGSY-I,107,19,91,12,16,7,1456.32,1055.66722,1352.56,972.7172,104.5
"Arunachal Pradesh","Upper Subansiri",PMGSY-II,4,1,3,1,1,0,38.37,52.2119,36.87,47.2804,1.5
"Arunachal Pradesh","West Kameng",PMGSY-I,84,11,81,10,3,1,775.769,451.7983,768.405,463.8754,6.94
"Arunachal Pradesh","West Siang",PMGSY-I,58,6,57,6,1,0,417.79,264.6555,399.43,259.4751,18.5
Assam,Barpeta,PMGSY-I,411,160,406,157,5,3,1326.201,1315.1108,1300.266,1381.0313,13.105
Assam,Bongaigaon,PMGSY-I,214,39,214,39,0,0,624.338,417.70806,624.08,434.6341,0
Assam,Cachar,PMGSY-I,277,43,277,43,0,0,1056.937,647.85356,1031.497,682.3409,0
Assam,Dhemaji,PMGSY-II,5,6,5,6,0,0,41.775,38.6316,41.775,37.3534,0
Assam,Dhubri,PMGSY-III,36,5,28,0,8,5,222.777,221.01408,208.79,186.2752,13.037
Assam,Jorhat,PMGSY-III,27,0,24,0,3,0,172.937,104.11161,152.472,86.2805,20.061
Assam,"Kamrup Rural",PMGSY-I,766,133,765,133,1,0,2220.377,1471.67112,2206.175,1618.9165,3
Assam,Sonitpur,PMGSY-I,352,58,352,58,0,0,1216.775,706.49605,1215.605,733.436,0
Assam,Sonitpur,PMGSY-III,44,4,34,1,10,3,280.333,172.96644,236.87,150.4129,43.143
Assam,Udalguri,PMGSY-II,5,1,5,1,0,0,27.736,25.7462,27.736,25.8681,0
Bihar,Banka,PMGSY-I,488,69,486,69,2,0,1614.395,870.77704,1582.819,786.849,3.14
Bihar,Banka,PMGSY-III,31,0,21,0,10,0,294.545,200.55437,188.523,116.106,102.673
Bihar,Bhagalpur,PMGSY-II,4,0,3,0,1,0,33.35,17.2378,27.64,17.43,4.93
Bihar,Chapra(Saran),PMGSY-III,29,0,4,0,25,0,205.306,146.70617,56.84,54.3408,148.366
Bihar,"East Champaran",PMGSY-I,792,61,789,61,3,0,2623.997,1557.40758,2486.37,1420.276,4.306
Bihar,Gaya,PMGSY-I,1171,54,1146,52,25,2,3031.293,1425.8857,2922.406,1259.0626,79.142
Bihar,Gopalganj,PMGSY-I,273,3,273,3,0,0,1150.732,636.65499,1137.65,615.0024,0
Bihar,Gopalganj,PMGSY-III,16,0,13,0,3,0,142.893,105.83215,112.81,90.9792,29.3
Bihar,Jamui,RCPLWEA,22,18,14,18,8,0,414.657,549.95709,346.487,438.0069,66.206
Bihar,Khagaria,PMGSY-I,181,32,175,30,6,2,595.22,434.92495,544.423,395.5181,13.729
Bihar,Khagaria,PMGSY-II,3,0,3,0,0,0,14.967,6.5288,14.952,7.004,0
Bihar,Lakhisarai,PMGSY-I,202,10,191,10,11,0,534.825,205.25149,480.622,181.0179,33.671
Bihar,Muzaffarpur,PMGSY-III,40,13,37,1,3,12,290.767,260.62108,269.435,192.7545,18.69
Bihar,Patna,PMGSY-II,15,0,14,0,1,0,110.76,43.94972,109.75,50.7724,0.3
Bihar,Patna,PMGSY-III,12,1,8,0,4,1,79.365,58.34448,65.066,43.5146,13.294
Bihar,Rohtas,PMGSY-I,686,3,682,3,4,0,2130.185,938.85127,2018.533,891.0633,21.156
Bihar,Rohtas,PMGSY-II,4,0,4,0,0,0,46.08,26.1661,46.08,24.2488,0
Bihar,Saharsa,PMGSY-II,4,0,4,0,0,0,27.07,20.56356,27.07,19.5607,0
Bihar,Saharsa,PMGSY-III,8,12,3,5,5,7,77.25,94.53203,33.37,52.6595,42.95
Bihar,Sheikhpura,PMGSY-II,5,1,5,1,0,0,18.25,7.24144,18.171,8.038,0
Bihar,Sitamarhi,PMGSY-III,19,17,16,1,3,16,137.915,170.54366,127.466,113.2296,6.812
Bihar,Vaishali,PMGSY-III,26,6,20,0,6,6,192.741,150.87491,164.129,109.1907,28.129
Bihar,"West Champaran",PMGSY-I,733,26,733,26,0,0,2477.529,1478.70356,2407.95,1382.3337,0
Chhattisgarh,Balod,PMGSY-II,11,0,11,0,0,0,121.875,82.0187,120.9,81.9574,0
Chhattisgarh,Balrampur,PM-JANMAN,113,0,0,0,113,0,374.63,245.1893,0,0,374.63
Chhattisgarh,Bastar,RCPLWEA,51,1,50,1,1,0,479.475,303.27069,475.58,201.4676,0
Chhattisgarh,Bemetra,PMGSY-I,149,1,149,1,0,0,643.02,173.8472,622.989,178.6295,0
Chhattisgarh,Bijapur,PMGSY-II,1,0,1,0,0,0,41.35,35.9525,25,39.6026,0
Chhattisgarh,Bijapur,PMGSY-III,5,0,5,0,0,0,28.8,14.4354,28.8,13.7932,0
Chhattisgarh,Dantewada,PMGSY-I,173,1,145,0,28,1,767.685,277.73475,670.405,251.4369,80.8
Chhattisgarh,Dhamtari,PMGSY-II,9,0,9,0,0,0,123.6,70.3733,123.725,72.6311,0
Chhattisgarh,Durg,PMGSY-III,15,6,15,0,0,6,99.75,77.8226,95.785,56.6543,0
Chhattisgarh,Gariaband,PM-JANMAN,49,0,0,0,49,0,97.645,53.7932,0,0,97.645
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-I,150,2,150,2,0,0,627.45,158.5502,599.16,159.7764,0
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-II,5,0,5,0,0,0,65.615,46.60519,66.12,44.8879,0
Chhattisgarh,Jangir-Champa,PMGSY-I,369,0,369,0,0,0,1345.73,348.9464,1294.997,315.516,0
Chhattisgarh,Jashpur,PM-JANMAN,80,0,0,0,80,0,281.25,214.87552,0,0,281.25
Chhattisgarh,Kanker,PMGSY-I,498,28,485,28,13,0,2116.309,840.3478,2061.61,891.5613,28.15
Chhattisgarh,Kawardha,PMGSY-I,349,11,349,11,0,0,1506.47,470.3142,1453.718,475.8791,0
Chhattisgarh,Kawardha,PM-JANMAN,76,0,0,0,76,0,273.595,196.5299,0,0,273.595
Chhattisgarh,Kondagaon,PMGSY-II,2,0,2,0,0,0,42.48,18.5461,42.48,22.2885,0
Chhattisgarh,Korba,PM-JANMAN,36,0,0,0,36,0,140.625,110.31198,0,0,140.625
Chhattisgarh,Koria,PMGSY-III,21,14,21,3,0,11,303.27,237.54106,295.15,199.8287,0
Chhattisgarh,Mahasamund,PM-JANMAN,26,0,0,0,26,0,37.3,22.24591,0,0,37.3
Chhattisgarh,Narayanpur,PMGSY-III,1,0,1,0,0,0,10,10.1972,10,9.4707,0
Chhattisgarh,Raipur,PMGSY-III,11,0,11,0,0,0,85.601,55.325,85.367,43.663,0
Chhattisgarh,Rajnandgaon,PMGSY-II,19,0,19,0,0,0,187.87,125.48176,184.96,112.6415,0
Chhattisgarh,Sukma,RCPLWEA,46,0,11,0,35,0,452.555,257.6045,156.925,118.5738,295.63
Chhattisgarh,Surajpur,PMGSY-I,260,21,260,21,0,0,1382.34,394.1963,1347.021,399.0667,0
Chhattisgarh,Surguja,PMGSY-III,16,4,16,0,0,4,184.854,108.7031,183.049,90.1398,0
Gujarat,Anand,PMGSY-I,245,0,245,0,0,0,523.83,103.4697,524.25,108.0646,0
Gujarat,Anand,PMGSY-II,7,0,7,0,0,0,55.56,35.7655,55.421,33.2326,0
Gujarat,Arvalli,PMGSY-II,1,0,1,0,0,0,9,4.9002,9,4.2387,0
Gujarat,Banaskantha,PMGSY-III,19,4,15,0,4,4,187.94,114.42566,175.05,52.8628,11.71
Gujarat,Bhavnagar,PMGSY-I,59,0,59,0,0,0,147.345,24.7903,144.845,26.2212,0
Gujarat,Bhavnagar,PMGSY-II,4,0,4,0,0,0,52.08,24.4094,52.08,16.5053,0
Gujarat,Dangs,PMGSY-I,20,0,20,0,0,0,150.72,43.6524,150.014,46.8724,0
Gujarat,"Devbhumi Dwarka",PMGSY-I,36,6,36,6,0,0,130.57,24.3744,130.57,23.1032,0
Gujarat,Gandhinagar,PMGSY-II,3,0,3,0,0,0,25.9,15.2805,25.725,7.7274,0
Gujarat,Junagadh,PMGSY-III,12,3,9,0,3,3,128.809,80.71202,112.894,52.72,14.855
Gujarat,Kutch,PMGSY-I,129,0,129,0,0,0,757.26,213.4558,755.43,222.4805,0
Gujarat,Kutch,PMGSY-II,4,0,4,0,0,0,57.24,43.8796,57.24,34.9572,0
Gujarat,Narmada,PMGSY-II,2,5,2,5,0,0,28.3,25.8357,28.28,22.106,0
Gujarat,Patan,PMGSY-I,76,0,76,0,0,0,175.4,42.1409,174.097,40.2023,0
Gujarat,Sabarkantha,PMGSY-III,11,4,11,1,0,3,122.718,85.35459,121.905,61.8487,0
Gujarat,Surat,PMGSY-II,6,3,6,3,0,0,53.89,34.6008,53.89,30.3906,0
Gujarat,Surat,PMGSY-III,12,11,12,0,0,11,100.895,99.09984,98.903,55.7861,0
Gujarat,Surendranagar,PMGSY-III,13,22,13,0,0,22,138.9,122.08538,137.925,69.5419,0
Gujarat,Tapi,PMGSY-II,2,4,2,4,0,0,33.4,36.3583,33.7,33.3447,0
Gujarat,Valsad,PMGSY-III,10,4,10,0,0,4,87.453,59.18251,84.246,50.0623,0
Haryana,Bhiwani,PMGSY-II,3,0,3,0,0,0,32.34,23.4998,32.34,18.6206,0
Haryana,"Charkhi Dadri",PMGSY-III,12,0,12,0,0,0,116.675,66.86323,115.215,56.4042,0
Haryana,Jhajjar,PMGSY-III,16,0,14,0,2,0,97.235,57.8236,90.952,39.7759,3.48
Haryana,Jind,PMGSY-II,9,3,9,3,0,0,122.325,120.5317,121.945,104.5743,0
Haryana,Kaithal,PMGSY-II,3,0,3,0,0,0,40.73,32.2339,40.36,28.8621,0
Haryana,Mewat,PMGSY-I,12,0,12,0,0,0,136.56,47.271,136.58,47.7689,0
Haryana,Mewat,PMGSY-III,11,0,11,0,0,0,78.293,51.34165,77.862,42.1346,0
Haryana,Mohindergarh,PMGSY-I,20,0,20,0,0,0,199.27,79.4164,197.02,64.3346,0
Haryana,Palwal,PMGSY-II,5,0,5,0,0,0,51.47,57.6741,51.03,41.7525,0
Haryana,Panipat,PMGSY-I,23,0,23,0,0,0,247.775,90.7737,247.77,82.915,0
Haryana,Rohtak,PMGSY-III,26,0,26,0,0,0,229.577,97.72531,225.013,91.7552,0
Haryana,Sonepat,PMGSY-II,11,4,11,4,0,0,151.585,137.3145,145.967,124.7443,0
"Himachal Pradesh",Bilaspur,PMGSY-I,151,0,151,0,0,0,742.475,235.7682,723.884,223.8714,0
"Himachal Pradesh",Kangra,PMGSY-I,779,18,778,17,1,1,3190.634,949.49646,3135.685,836.6328,14.4
"Himachal Pradesh",Kangra,PMGSY-III,58,5,2,0,56,5,518.163,560.84994,23.395,19.5584,494.768
"Himachal Pradesh",Kullu,PMGSY-I,250,6,243,6,7,0,1871.363,734.0279,1792.637,672.6697,19.061
"Himachal Pradesh",Kullu,PMGSY-II,6,0,6,0,0,0,101.84,82.8783,101.24,75.1167,0
"Himachal Pradesh",Mandi,PMGSY-II,20,0,19,0,1,0,229.33,186.4931,224.4,177.9556,2.43
"Himachal Pradesh",Sirmaur,PMGSY-II,7,0,7,0,0,0,77.03,53.3648,77.03,52.716,0
"Himachal Pradesh",Sirmaur,PMGSY-III,23,0,1,0,22,0,292.28,246.77044,39.13,48.5926,253.15
"Himachal Pradesh",Solan,PMGSY-III,25,4,0,0,25,4,291.26,306.40434,0,12.1984,291.26
"Himachal Pradesh",Una,PMGSY-III,19,11,0,0,19,11,159.19,243.631,0,1.2242,159.19
"Jammu And Kashmir",Baramula,PMGSY-I,198,0,187,0,11,0,863.915,550.2794,795.524,465.4333,9.97
"Jammu And Kashmir",Baramula,PMGSY-III,22,0,9,0,13,0,149,146.0136,94.18,101.8419,54.22
"Jammu And Kashmir",Ganderbal,PMGSY-I,109,4,108,4,1,0,334.84,237.2777,308.62,210.7371,0.46
"Jammu And Kashmir",Jammu,PMGSY-I,133,2,133,2,0,0,669.79,369.83915,647.281,330.4913,0
"Jammu And Kashmir",Jammu,PMGSY-III,15,20,4,0,11,20,111.15,226.0501,39.465,121.9739,71.685
"Jammu And Kashmir",Kathua,PMGSY-II,5,2,5,2,0,0,27,26.1104,27,22.1774,0
"Jammu And Kashmir",Kathua,PMGSY-III,12,13,7,0,5,13,86.407,119.8515,49.005,76.8399,37.2
"Jammu And Kashmir",Kulgam,PMGSY-III,6,3,3,0,3,3,41.137,43.38224,40.23,27.2096,0.902
"Jammu And Kashmir",Pulwama,PMGSY-I,120,0,120,0,0,0,330.63,200.9244,319.61,184.2638,0
"Jammu And Kashmir",Pulwama,PMGSY-II,3,0,3,0,0,0,21,25.1151,21.183,20.2375,0
"Jammu And Kashmir",Ramban,PMGSY-II,1,0,1,0,0,0,3,2.1229,3,1.5182,0
"Jammu And Kashmir",Reasi,PMGSY-I,154,22,140,15,14,7,1505.005,1033.30034,1407.028,771.7408,79.155
"Jammu And Kashmir",Reasi,PMGSY-III,7,5,1,0,6,5,68.64,104.01261,19.75,48.6732,48.89
"Jammu And Kashmir",Samba,PMGSY-II,4,1,4,1,0,0,10.1,9.6632,10.1,7.1517,0
"Jammu And Kashmir",Shopian,PMGSY-II,2,0,2,0,0,0,23.65,28.5239,23,21.8045,0
"Jammu And Kashmir",Srinagar,PMGSY-III,3,0,2,0,1,0,14.55,14.9233,10.95,11.9206,3.6
"Jammu And Kashmir",Udhampur,PMGSY-I,398,60,385,55,13,5,3033.195,1773.4541,2907.533,1680.5438,78.132
"Jammu And Kashmir",Udhampur,PMGSY-II,7,0,7,0,0,0,59.3,70.7923,55.9,57.4159,0
Jharkhand,Bokaro,PMGSY-I,366,11,366,11,0,0,1218.381,423.87659,1159.405,353.3851,0
Jharkhand,Bokaro,PMGSY-II,7,0,7,0,0,0,73.066,31.50319,73.066,18.1113,0
Jharkhand,Bokaro,RCPLWEA,13,12,13,6,0,6,91.075,110.99275,91.071,100.2681,0
Jharkhand,Bokaro,PMGSY-III,15,9,8,0,7,9,162.527,118.8933,128.285,91.6351,33.157
Jharkhand,Chatra,RCPLWEA,17,8,12,6,5,2,179.71,152.96067,139.455,109.2739,40.43
Jharkhand,Chatra,PMGSY-III,22,11,11,0,11,11,183.866,144.75469,122.285,120.9498,59.587
Jharkhand,Deoghar,PMGSY-II,8,0,8,0,0,0,78.895,41.2617,78.178,34.1931,0
Jharkhand,Dhanbad,PMGSY-II,5,0,5,0,0,0,39.541,18.0058,39.535,15.3543,0
Jharkhand,Dhanbad,PMGSY-III,15,3,13,0,2,3,142.153,97.3264,137.95,86.8318,4
Jharkhand,Dumka,PMGSY-II,9,0,9,0,0,0,85.75,59.3747,85.7,50.4258,0
Jharkhand,Garhwa,PMGSY-II,7,1,7,1,0,0,74.93,48.9372,74.684,42.5739,0
Jharkhand,Garhwa,PMGSY-III,35,25,2,0,33,25,278.995,260.79578,19.71,81.801,259.285
Jharkhand,Giridih,PMGSY-II,8,0,8,0,0,0,81.675,49.3679,81.675,29.0317,0
Jharkhand,Giridih,PMGSY-III,29,5,4,0,25,5,258.785,167.36601,56.26,58.7097,202.525
Jharkhand,Gumla,PMGSY-I,546,36,544,36,2,0,1865.532,627.57925,1834.769,597.0424,0.1
Jharkhand,Gumla,RCPLWEA,17,30,11,26,6,4,264.96,296.89745,225.4,265.696,39.59
Jharkhand,Hazaribagh,PMGSY-II,6,2,6,2,0,0,63.115,56.62399,63.115,38.7327,0
Jharkhand,Jamtara,PM-JANMAN,3,0,0,0,3,0,7.545,5.9669,0,0,7.545
Jharkhand,Khunti,PMGSY-I,329,14,329,14,0,0,1049.613,427.59383,1023.256,403.7562,0
Jharkhand,Khunti,PMGSY-III,25,10,14,0,11,10,219.64,185.54227,135.675,108.7282,83.875
Jharkhand,Koderma,PMGSY-II,4,0,4,0,0,0,41.951,21.10256,41.951,16.0668,0
Jharkhand,Lohardaga,PMGSY-III,10,1,3,0,7,1,85.5,47.69468,39.815,28.9961,45.685
Jharkhand,Pakur,PMGSY-II,5,0,5,0,0,0,61.25,44.0773,60.308,34.0049,0
Jharkhand,"Purbi Singhbhum",PMGSY-I,668,5,668,5,0,0,1952.658,645.03775,1875.058,585.323,0
Jharkhand,"Purbi Singhbhum",RCPLWEA,5,2,1,2,4,0,21.65,29.89835,11.5,19.0701,10.15
Jharkhand,Ramgarh,RCPLWEA,6,4,6,3,0,1,18.83,33.04645,18.417,31.1611,0
Jharkhand,Sahibganj,PMGSY-I,119,1,119,1,0,0,449.62,177.78706,428.877,155.8556,0
Jharkhand,Simdega,PMGSY-I,269,6,268,6,1,0,1035.664,365.31852,1001.908,377.3504,0
Jharkhand,Simdega,PMGSY-II,3,0,3,0,0,0,18.74,9.55143,18.738,6.8547,0
Jharkhand,Simdega,RCPLWEA,5,5,4,3,1,2,34.7,49.0022,18.2,32.8231,16.5
Karnataka,Bijapur,PMGSY-II,7,0,7,0,0,0,70,33.8041,69.43,33.1704,0
Karnataka,Bijapur,PMGSY-III,33,0,29,0,4,0,238.02,143.9942,218.055,139.1735,12.15
Karnataka,Chickballapur,PMGSY-II,10,0,10,0,0,0,68.42,25.4236,68.42,25.1018,0
Karnataka,Chickmagalur,PMGSY-II,8,0,8,0,0,0,70.8,36.6656,71.5,32.7366,0
Karnataka,"Dakshina Kannada",PMGSY-II,14,2,14,2,0,0,90.51,57.2209,90.2,59.1035,0
Karnataka,Davanagere,PMGSY-II,10,0,10,0,0,0,69.28,33.3206,67.03,33.6692,0
Karnataka,Dharwad,PMGSY-II,8,0,8,0,0,0,58.47,26.9067,56.54,26.3361,0
Karnataka,Gulbarga,PMGSY-I,87,7,87,7,0,0,746.158,146.7877,746.158,157.4206,0
Karnataka,Gulbarga,PMGSY-III,38,4,36,3,2,1,260.944,185.16889,247.787,175.422,1.775
Karnataka,Koppal,PMGSY-II,7,0,7,0,0,0,70.2,21.3982,70.195,18.6394,0
Karnataka,Mandya,PMGSY-I,119,1,119,1,0,0,514.115,92.7478,514.115,97.7989,0
Karnataka,Mandya,PMGSY-II,11,0,11,0,0,0,70.27,24.5324,70.27,25.3148,0
Karnataka,Mysore,PMGSY-I,140,1,140,1,0,0,592.755,105.7215,592.775,120.5464,0
